Customer_ID,Gender,Age,Vintage,Is_Active,City_Category,Customer_Category,Product_Holding_B1,Product_Holding_B2
CC282756,Male,30,13,0,C1,S3,"['P9', 'P12', 'P13', 'P19']","['P6', 'P7', 'P8']"
CC388484,Female,29,12,0,C2,S3,['P17'],['P16']
CC321495,Male,31,16,0,C1,S3,['P2'],['P00']
CC265368,Male,40,22,0,C1,S3,"['P13', 'P17', 'P21']","['P1', 'P8']"
CC370042,Male,25,22,0,C2,S1,"['P12', 'P16']",['P4']
CC262892,Female,42,14,0,C2,S3,"['P8', 'P13']",['P7']
CC357395,Male,27,46,1,C1,S3,"['P18', 'P20']",['P13']
CC395755,Male,28,21,1,C2,S1,['P00'],['P00']
CC242137,Female,56,30,1,C1,S3,"['P13', 'P19']",['P8']
CC387002,Male,58,12,0,C2,S2,['P17'],['P16']
CC215541,Male,28,20,1,C2,S3,"['P9', 'P12', 'P17', 'P21']","['P4', 'P7', 'P8']"
CC391892,Male,31,24,0,C2,S2,['P13'],['P00']
CC294852,Female,34,12,0,C2,S2,['P13'],['P8']
CC372360,Male,35,30,0,C2,S2,['P13'],['P12']
CC393959,Male,36,29,1,C2,S3,['P13'],['P00']
CC247299,Male,38,16,0,C1,S3,['P16'],['P8']
CC395212,Female,40,26,1,C2,S3,['P16'],['P00']
CC278114,Male,42,29,1,C1,S3,"['P9', 'P12', 'P13', 'P19']","['P6', 'P7', 'P8']"
CC394165,Male,38,22,0,C1,S1,['P13'],['P00']
CC319818,Female,45,14,0,C1,S3,['P11'],['P00']
CC375530,Male,40,14,0,C1,S3,"['P12', 'P16']",['P10']
CC206263,Male,32,44,0,C2,S1,"['P8', 'P13']",['P3']
CC387175,Female,49,12,0,C1,S2,['P17'],['P16']
CC367517,Male,52,49,1,C1,S3,"['P13', 'P21']",['P12']
CC267969,Male,42,14,0,C2,S3,['P16'],['P8']
CC385131,Female,27,12,0,C1,S3,['P17'],['P16']
CC372251,Male,52,18,0,C2,S1,['P00'],['P12']
CC371070,Male,52,25,0,C2,S3,['P16'],['P12']
CC210299,Female,49,11,0,C2,S3,['P13'],['P3']
CC317578,Male,55,2,1,C2,S2,['P9'],['P00']
CC223789,Male,35,18,0,C1,S3,"['P8', 'P13']",['P7']
CC318494,Female,28,50,1,C2,S3,"['P18', 'P20', 'P21']","['P13', 'P15']"
CC395946,Male,28,53,1,C1,S3,['P13'],['P00']
CC384647,Male,33,29,0,C2,S3,['P00'],['P13']
CC252710,Male,27,15,1,C1,S3,"['P10', 'P12', 'P13', 'P20', 'P21']","['P4', 'P5', 'P8', 'P9']"
CC306782,Male,47,10,0,C1,S2,['P13'],['P8']
CC388763,Female,45,12,1,C1,S3,['P13'],['P5']
CC397382,Male,47,25,1,C2,S3,['P13'],['P00']
CC365698,Female,35,17,0,C2,S2,['P18'],['P16']
CC243624,Male,26,16,0,C1,S2,['P16'],['P8']
CC313158,Male,42,18,0,C2,S2,"['P16', 'P17', 'P20']","['P9', 'P10', 'P12']"
CC393879,Female,27,21,1,C1,S3,['P16'],['P1']
CC391302,Female,48,10,0,C2,S3,['P00'],['P16']
CC317118,Female,46,24,1,C1,S1,"['P9', 'P13']",['P1']
CC381105,Male,34,12,1,C2,S3,['P20'],['P16']
CC214556,Male,55,22,1,C1,S2,"['P14', 'P16', 'P17']","['P8', 'P12']"
CC293178,Male,34,12,0,C1,S3,"['P10', 'P13']",['P6']
CC359603,Male,41,23,0,C1,S3,"['P19', 'P20', 'P21']","['P12', 'P13']"
CC202359,Male,36,35,1,C1,S2,"['P8', 'P13']","['P3', 'P6']"
CC201811,Male,26,19,1,C1,S2,"['P13', 'P21']",['P3']
CC235923,Male,35,19,1,C1,S3,"['P12', 'P16', 'P20', 'P21']","['P1', 'P6', 'P8', 'P9']"
CC389573,Male,46,22,1,C1,S3,['P20'],['P13']
CC249616,Male,29,15,0,C2,S1,"['P7', 'P16']",['P6']
CC262105,Male,40,25,1,C1,S3,"['P12', 'P16', 'P20', 'P21']","['P4', 'P5', 'P8', 'P10']"
CC364546,Male,48,17,1,C2,S1,"['P12', 'P16']","['P4', 'P10']"
CC389355,Female,46,11,0,C2,S2,['P20'],['P16']
CC303856,Male,29,10,0,C1,S3,['P16'],['P8']
CC352819,Male,28,16,0,C2,S3,['P21'],['P12']
CC289265,Female,36,13,1,C2,S3,['P16'],['P6']
CC232919,Male,46,21,0,C2,S3,"['P16', 'P17']","['P8', 'P12']"
CC370171,Male,49,16,0,C2,S2,['P16'],['P12']
CC301898,Male,54,10,1,C1,S1,['P16'],['P6']
CC257701,Male,44,14,0,C2,S3,['P16'],['P8']
CC381611,Male,28,25,0,C2,S3,['P17'],['P00']
CC394700,Male,31,23,0,C1,S3,['P13'],['P00']
CC253423,Male,29,15,0,C1,S3,['P16'],['P8']
CC221351,Female,28,18,0,C2,S2,"['P13', 'P21']",['P8']
CC396918,Male,31,15,0,C2,S3,['P16'],['P00']
CC280981,Female,47,13,0,C1,S3,"['P16', 'P17']","['P6', 'P8']"
CC349990,Male,27,16,0,C2,S3,['P11'],['P00']
CC370671,Male,51,16,0,C2,S2,"['P12', 'P13']",['P4']
CC377966,Female,41,14,0,C2,S3,"['P16', 'P21']",['P12']
CC297593,Male,55,11,0,C2,S2,"['P8', 'P16']","['P6', 'P7']"
CC382344,Male,47,13,0,C1,S2,['P19'],['P16']
CC374288,Male,47,15,0,C1,S3,"['P16', 'P17']",['P12']
CC264949,Male,29,15,0,C2,S2,"['P13', 'P17']","['P8', 'P12']"
CC358633,Male,46,18,0,C2,S3,['P20'],['P16']
CC359001,Male,29,37,0,C2,S3,['P20'],['P13']
CC319136,Male,29,16,0,C2,S1,['P11'],['P00']
CC393035,Female,48,43,1,C1,S2,['P13'],['P00']
CC243383,Female,37,25,0,C2,S2,['P13'],['P6']
CC365004,Female,25,50,1,C1,S2,['P13'],['P12']
CC396815,Male,29,20,0,C1,S1,['P13'],['P1']
CC212103,Female,47,20,0,C2,S3,"['P10', 'P12', 'P13']","['P4', 'P8']"
CC204971,Female,26,49,0,C2,S3,"['P7', 'P13']","['P3', 'P4']"
CC322575,Male,50,14,0,C2,S3,['P11'],['P00']
CC204851,Male,47,23,1,C1,S2,"['P8', 'P12', 'P13', 'P17']","['P3', 'P5', 'P7']"
CC355342,Female,25,17,0,C1,S2,['P11'],['P00']
CC254021,Male,28,28,0,C1,S2,"['P12', 'P13']","['P4', 'P8']"
CC395311,Male,48,10,1,C1,S3,['P13'],['P00']
CC368922,Female,29,56,1,C1,S2,"['P13', 'P17']",['P12']
CC378676,Female,35,13,0,C2,S3,['P19'],['P13']
CC365022,Male,45,17,0,C2,S3,['P16'],['P4']
CC209343,Male,27,15,0,C2,S3,['P13'],['P3']
CC395178,Male,52,24,1,C1,S3,['P13'],['P1']
CC388452,Male,51,11,0,C1,S2,['P17'],['P16']
CC242130,Female,46,31,0,C2,S2,['P13'],['P8']
CC365742,Female,47,16,0,C2,S2,['P16'],['P12']
CC301681,Male,43,12,1,C2,S1,['P16'],['P8']
CC349932,Male,43,15,0,C2,S3,['P2'],['P00']
CC298866,Male,32,11,0,C2,S2,['P13'],['P6']
CC392504,Female,34,35,1,C1,S3,['P13'],['P1']
CC226204,Female,30,20,0,C2,S3,"['P12', 'P16']","['P8', 'P10']"
CC239589,Male,25,44,0,C1,S3,"['P13', 'P17', 'P20']","['P8', 'P9', 'P12']"
CC396934,Female,40,16,0,C2,S1,['P13'],['P00']
CC286116,Male,55,12,0,C1,S2,['P13'],['P6']
CC254535,Male,37,16,1,C2,S2,"['P12', 'P16', 'P21']","['P4', 'P8', 'P10']"
CC378155,Male,29,13,0,C1,S3,['P16'],['P12']
CC396220,Female,51,34,1,C2,S3,['P13'],['P00']
CC295578,Male,49,11,0,C2,S2,['P13'],['P7']
CC393880,Male,27,10,0,C2,S3,['P13'],['P1']
CC275516,Male,32,13,0,C1,S2,"['P7', 'P13']",['P6']
CC203655,Male,34,21,0,C2,S3,"['P10', 'P12', 'P21']","['P1', 'P3', 'P5']"
CC233661,Female,44,19,0,C1,S2,"['P12', 'P16', 'P17']","['P7', 'P8']"
CC375160,Male,58,21,0,C2,S2,['P17'],['P16']
CC206675,Male,46,22,0,C1,S2,"['P13', 'P20']",['P3']
CC374011,Male,44,15,0,C2,S2,['P21'],['P16']
CC387160,Female,38,12,0,C1,S3,['P17'],['P16']
CC394580,Male,31,27,1,C2,S2,['P13'],['P00']
CC314582,Male,52,27,0,C1,S3,"['P13', 'P15', 'P21']","['P9', 'P12']"
CC369549,Female,46,16,0,C1,S1,"['P16', 'P17']",['P12']
CC359405,Male,28,57,1,C2,S2,"['P13', 'P20']",['P12']
CC294636,Male,30,12,1,C1,S3,"['P10', 'P11']","['P1', 'P8']"
CC369852,Male,30,15,0,C2,S1,['P21'],['P16']
CC229809,Male,51,17,1,C1,S2,['P13'],['P8']
CC206577,Female,28,16,0,C2,S3,"['P12', 'P16', 'P17']","['P3', 'P6', 'P8']"
CC293980,Male,30,11,0,C2,S3,['P13'],['P8']
CC294372,Female,30,33,1,C1,S3,"['P12', 'P13', 'P17']","['P6', 'P7', 'P8']"
CC238207,Female,43,17,0,C1,S3,['P16'],['P6']
CC214363,Male,41,26,0,C2,S3,['P13'],['P8']
CC375916,Male,49,14,1,C2,S2,"['P12', 'P16']",['P4']
CC232684,Female,26,16,0,C2,S2,['P16'],['P7']
CC287195,Male,41,12,0,C2,S1,['P16'],['P6']
CC348236,Male,50,15,0,C2,S3,['P12'],['P11']
CC296928,Male,47,11,0,C1,S2,['P00'],['P8']
CC395661,Male,56,34,1,C2,S2,['P13'],['P00']
CC227373,Female,29,17,0,C1,S2,"['P13', 'P17']","['P6', 'P12']"
CC349826,Male,36,14,0,C2,S2,"['P11', 'P12']",['P10']
CC299340,Male,32,11,0,C2,S3,['P13'],['P7']
CC371877,Female,27,16,0,C2,S2,['P00'],['P12']
CC382761,Female,41,19,0,C1,S2,['P19'],['P13']
CC385786,Male,34,12,0,C2,S3,['P17'],['P16']
CC203902,Female,57,24,0,C1,S3,"['P12', 'P13', 'P17']","['P3', 'P6']"
CC220500,Female,48,26,1,C1,S2,"['P13', 'P17']",['P8']
CC261173,Male,59,15,1,C1,S3,"['P12', 'P16', 'P17', 'P20']","['P5', 'P8', 'P10']"
CC251620,Male,43,15,0,C1,S3,['P13'],['P6']
CC370839,Male,45,15,0,C2,S2,"['P16', 'P21']",['P12']
CC246721,Male,48,15,0,C1,S1,"['P8', 'P16']","['P6', 'P7']"
CC381245,Male,34,24,0,C1,S2,['P17'],['P16']
CC281879,Male,51,13,0,C1,S1,"['P8', 'P16']",['P6']
CC204377,Female,41,17,1,C2,S3,"['P12', 'P13', 'P20', 'P21']","['P1', 'P3', 'P4', 'P9']"
CC317113,Male,43,11,0,C2,S3,['P13'],['P9']
CC395849,Female,52,13,1,C2,S2,['P13'],['P1']
CC235817,Female,34,33,0,C1,S2,"['P13', 'P17']","['P6', 'P8']"
CC271802,Male,32,13,0,C1,S3,['P16'],['P8']
CC252671,Female,29,19,0,C1,S2,"['P12', 'P13']","['P7', 'P8']"
CC202187,Female,47,18,1,C1,S3,"['P8', 'P13']","['P1', 'P3']"
CC372544,Male,53,26,0,C2,S1,['P13'],['P12']
CC354567,Male,36,14,0,C2,S3,['P2'],['P00']
CC275813,Male,49,13,0,C2,S2,['P16'],['P8']
CC266600,Male,51,14,0,C1,S1,"['P8', 'P16']",['P7']
CC297911,Male,50,11,0,C2,S2,['P13'],['P6']
CC312109,Male,55,16,1,C2,S2,"['P16', 'P17']","['P1', 'P9']"
CC384499,Male,32,12,0,C2,S3,['P17'],['P16']
CC228415,Male,27,17,0,C1,S3,"['P13', 'P17']","['P6', 'P8']"
CC362875,Female,29,18,0,C2,S3,['P21'],['P13']
CC323987,Male,29,18,0,C1,S1,['P2'],['P00']
CC342416,Male,28,17,0,C1,S3,['P2'],['P00']
CC212912,Male,41,19,1,C1,S3,"['P10', 'P12', 'P16', 'P21']","['P6', 'P7', 'P8']"
CC373469,Male,30,57,1,C1,S2,"['P13', 'P17']",['P12']
CC368774,Female,45,19,0,C2,S3,"['P13', 'P21']",['P12']
CC349734,Male,49,16,0,C2,S3,['P2'],['P00']
CC360929,Male,56,19,0,C2,S2,['P13'],['P5']
CC367727,Male,43,17,0,C2,S3,"['P12', 'P16']",['P4']
CC384557,Male,54,12,0,C2,S3,"['P17', 'P19']",['P16']
CC314518,Male,29,12,0,C2,S3,"['P13', 'P19']","['P9', 'P12']"
CC367951,Male,33,16,0,C1,S2,"['P16', 'P21']","['P10', 'P12']"
CC295659,Male,32,11,0,C1,S1,['P16'],['P8']
CC218022,Male,41,28,0,C1,S2,['P13'],['P8']
CC223799,Male,33,18,0,C2,S1,['P13'],['P6']
CC373257,Male,51,41,0,C2,S1,"['P13', 'P17']","['P4', 'P12']"
CC378933,Male,41,24,0,C1,S2,"['P16', 'P19']",['P12']
CC288444,Female,27,12,0,C2,S2,"['P16', 'P20']",['P7']
CC288602,Female,54,12,0,C2,S3,"['P16', 'P21']",['P8']
CC335673,Male,29,11,0,C2,S2,['P11'],['P00']
CC396246,Female,45,14,1,C2,S3,['P13'],['P1']
CC388853,Male,52,24,0,C2,S2,"['P17', 'P19']",['P13']
CC273318,Male,39,29,1,C1,S3,"['P13', 'P20']",['P8']
CC214796,Male,38,22,0,C1,S3,['P13'],['P8']
CC246139,Male,30,15,0,C1,S1,['P16'],['P8']
CC391482,Female,29,11,0,C2,S3,['P16'],['P12']
CC289896,Female,46,44,1,C2,S3,"['P7', 'P13']",['P6']
CC260328,Male,46,26,0,C2,S2,['P13'],['P8']
CC286773,Male,30,28,0,C1,S1,['P13'],['P8']
CC318399,Male,30,11,1,C2,S3,"['P16', 'P17']",['P15']
CC386785,Female,35,11,0,C1,S2,['P17'],['P13']
CC373276,Female,28,25,0,C2,S1,"['P13', 'P17']",['P12']
CC275130,Male,29,13,0,C2,S1,['P16'],['P8']
CC358710,Male,50,25,1,C1,S3,"['P16', 'P20']","['P1', 'P12']"
CC243801,Male,47,35,0,C2,S3,"['P13', 'P17', 'P20']","['P8', 'P12']"
CC267836,Female,46,14,0,C2,S2,['P13'],['P8']
CC333188,Female,35,12,0,C2,S2,['P11'],['P00']
CC389548,Female,56,12,0,C2,S2,['P00'],['P10']
CC224150,Male,32,18,0,C2,S3,"['P8', 'P13']",['P6']
CC377704,Male,25,13,0,C2,S3,"['P16', 'P20']",['P12']
CC259640,Male,34,15,0,C1,S3,"['P10', 'P11', 'P12', 'P21']","['P4', 'P5', 'P8']"
CC255202,Male,49,15,1,C2,S3,"['P10', 'P11', 'P12']","['P6', 'P8']"
CC311601,Male,29,15,0,C2,S3,['P13'],['P9']
CC386003,Female,50,12,0,C2,S3,['P17'],['P16']
CC308019,Male,58,10,1,C1,S3,"['P7', 'P8', 'P16']","['P1', 'P4', 'P6']"
CC301086,Female,28,11,1,C1,S1,['P13'],['P8']
CC361736,Female,57,23,0,C1,S2,"['P13', 'P17']","['P5', 'P12']"
CC200806,Male,27,56,1,C2,S3,"['P12', 'P13', 'P20']","['P3', 'P8']"
CC245182,Male,27,15,0,C2,S3,"['P12', 'P16']","['P8', 'P10']"
CC203308,Female,46,25,1,C1,S3,"['P7', 'P8', 'P16']","['P1', 'P3']"
CC396551,Male,26,34,1,C2,S2,['P13'],['P00']
CC385351,Male,56,11,1,C1,S3,['P17'],['P16']
CC265107,Female,42,54,1,C2,S1,"['P12', 'P13']","['P7', 'P8']"
CC393167,Male,52,11,0,C2,S2,['P13'],['P00']
CC373196,Male,33,20,0,C1,S1,['P13'],['P12']
CC224709,Male,27,29,1,C2,S2,"['P7', 'P8', 'P13']","['P1', 'P4']"
CC325187,Female,49,14,0,C1,S2,['P11'],['P00']
CC372415,Male,24,21,0,C1,S1,"['P12', 'P13']",['P4']
CC372504,Male,37,15,0,C2,S3,"['P16', 'P21']",['P12']
CC359378,Male,36,18,1,C2,S2,"['P16', 'P20']","['P1', 'P12']"
CC259814,Male,58,42,0,C1,S2,"['P13', 'P15', 'P17']","['P8', 'P12']"
CC274965,Female,32,27,0,C2,S2,"['P16', 'P21']","['P8', 'P12']"
CC386409,Male,50,11,0,C2,S1,['P17'],['P16']
CC376107,Male,36,28,0,C2,S2,"['P13', 'P17']",['P12']
CC321272,Male,43,15,0,C1,S2,['P12'],['P11']
CC292715,Male,30,12,1,C1,S3,['P13'],['P6']
CC394915,Male,53,36,0,C1,S1,['P13'],['P00']
CC200030,Male,39,23,1,C1,S3,"['P8', 'P13', 'P20', 'P21']","['P1', 'P3', 'P7']"
CC246339,Female,33,18,1,C1,S3,"['P10', 'P12', 'P16', 'P17', 'P20']","['P1', 'P4', 'P5', 'P8']"
CC222961,Male,40,17,0,C2,S1,"['P13', 'P15']","['P6', 'P8']"
CC322609,Female,58,14,0,C2,S3,['P11'],['P00']
CC394626,Female,26,33,0,C2,S2,['P13'],['P00']
CC202232,Male,52,18,1,C1,S2,['P13'],['P3']
CC396595,Male,28,12,1,C2,S3,['P16'],['P1']
CC297087,Male,43,11,1,C1,S3,"['P8', 'P13']",['P1']
CC365348,Male,38,34,0,C1,S3,"['P13', 'P21']",['P12']
CC227878,Female,36,29,1,C1,S2,"['P13', 'P19', 'P20']","['P8', 'P12']"
CC229902,Male,28,17,1,C2,S3,"['P10', 'P12', 'P16', 'P17', 'P19']","['P1', 'P6', 'P8', 'P9']"
CC385722,Female,37,12,0,C1,S2,['P17'],['P16']
CC388163,Male,28,12,0,C1,S1,['P17'],['P16']
CC303177,Male,50,10,1,C1,S2,['P13'],['P6']
CC372285,Male,29,16,1,C1,S3,"['P12', 'P16']",['P1']
CC396153,Male,36,10,1,C1,S3,['P13'],['P1']
CC383535,Female,54,12,0,C1,S1,['P17'],['P16']
CC338098,Male,49,19,1,C2,S3,['P12'],['P00']
CC245413,Female,26,15,0,C1,S3,['P13'],['P6']
CC204330,Male,36,18,0,C1,S3,"['P12', 'P13', 'P17', 'P20']","['P3', 'P4', 'P7', 'P8']"
CC385702,Male,27,12,0,C1,S3,['P17'],['P16']
CC395032,Male,41,24,1,C1,S2,['P13'],['P1']
CC336717,Female,44,12,0,C2,S3,['P11'],['P00']
CC287709,Male,56,13,0,C2,S2,['P13'],['P6']
CC372942,Female,50,15,0,C1,S2,"['P16', 'P21']",['P12']
CC381346,Female,48,12,0,C1,S2,['P17'],['P13']
CC259725,Male,25,14,0,C1,S3,"['P12', 'P16']","['P8', 'P10']"
CC309915,Male,39,10,1,C1,S1,['P16'],['P8']
CC374608,Male,46,16,0,C1,S3,"['P12', 'P13']",['P5']
CC368883,Female,26,16,0,C2,S2,['P17'],['P16']
CC230721,Male,28,22,0,C1,S3,"['P12', 'P16']",['P8']
CC272264,Male,53,14,0,C2,S2,"['P13', 'P21']","['P8', 'P12']"
CC367483,Male,47,24,0,C1,S3,"['P13', 'P20']",['P12']
CC289065,Male,26,12,0,C1,S3,['P13'],['P6']
CC226534,Male,38,18,1,C2,S3,"['P13', 'P14', 'P21']","['P4', 'P8', 'P12']"
CC370264,Male,58,16,0,C2,S2,['P00'],['P12']
CC360652,Female,27,18,0,C1,S2,['P13'],['P4']
CC376684,Male,53,21,1,C1,S1,['P16'],['P12']
CC203851,Male,32,33,0,C1,S3,"['P13', 'P19', 'P20', 'P21']","['P3', 'P8', 'P12']"
CC279762,Male,28,13,0,C1,S3,"['P10', 'P11', 'P12', 'P19']","['P4', 'P8', 'P9']"
CC397289,Male,44,26,0,C1,S3,['P16'],['P00']
CC396083,Male,43,49,1,C2,S3,['P13'],['P1']
CC317267,Male,36,15,0,C2,S2,"['P16', 'P17', 'P21']","['P5', 'P9']"
CC207714,Female,30,50,0,C1,S3,"['P12', 'P13']","['P3', 'P8']"
CC290074,Male,43,13,0,C1,S3,['P16'],['P6']
CC209969,Male,42,15,0,C1,S3,"['P7', 'P8', 'P16']","['P3', 'P4']"
CC383171,Male,48,12,0,C1,S2,['P00'],['P16']
CC381000,Male,48,26,0,C2,S3,['P17'],['P13']
CC296149,Male,29,11,0,C1,S3,['P16'],['P8']
CC391489,Male,35,10,0,C2,S1,['P21'],['P16']
CC280265,Male,48,12,1,C1,S3,"['P12', 'P16', 'P17', 'P20']","['P4', 'P5', 'P8']"
CC388492,Male,36,12,0,C2,S1,['P13'],['P10']
CC367046,Male,54,16,1,C1,S2,['P16'],['P12']
CC384202,Male,25,12,0,C2,S2,['P17'],['P16']
CC205476,Male,25,16,0,C1,S3,"['P12', 'P16', 'P17']","['P3', 'P8']"
CC372701,Female,25,15,0,C2,S1,"['P16', 'P21']","['P10', 'P12']"
CC223531,Male,25,21,0,C1,S2,"['P12', 'P13', 'P20', 'P21']","['P4', 'P8', 'P9']"
CC238150,Female,37,26,1,C1,S3,"['P9', 'P12', 'P13']","['P1', 'P7', 'P8']"
CC367620,Female,29,16,0,C1,S2,"['P16', 'P21']",['P12']
CC270295,Male,33,27,1,C1,S3,"['P12', 'P13']","['P4', 'P8']"
CC328547,Male,27,11,0,C1,S2,['P11'],['P00']
CC336989,Female,54,10,0,C1,S2,['P20'],['P00']
CC330996,Female,29,12,0,C2,S2,['P11'],['P00']
CC213677,Male,28,24,0,C1,S2,"['P16', 'P18', 'P21']","['P8', 'P12']"
CC368182,Male,35,19,0,C2,S2,['P13'],['P12']
CC372125,Male,25,15,0,C2,S3,"['P16', 'P21']",['P12']
CC264579,Male,44,14,0,C2,S2,"['P8', 'P13']",['P6']
CC392594,Female,32,48,0,C2,S3,['P13'],['P00']
CC376543,Female,32,13,0,C2,S3,"['P12', 'P16', 'P21']","['P4', 'P5', 'P10']"
CC264567,Male,44,14,0,C1,S3,['P16'],['P8']
CC203711,Male,55,33,1,C2,S1,"['P8', 'P13']","['P3', 'P6']"
CC297529,Female,25,12,0,C2,S3,"['P16', 'P19']",['P8']
CC363011,Male,43,18,0,C1,S1,['P16'],['P4']
CC377570,Female,54,14,0,C1,S3,"['P13', 'P21']",['P12']
CC390029,Female,29,11,0,C1,S2,"['P16', 'P21']","['P4', 'P10']"
CC352182,Female,58,16,0,C1,S3,['P20'],['P00']
CC283674,Female,31,13,0,C2,S2,"['P8', 'P16']","['P6', 'P7']"
CC199228,Male,56,25,1,C2,S2,['P13'],['P3']
CC214482,Female,31,26,1,C1,S3,"['P13', 'P20']","['P8', 'P12']"
CC381704,Male,50,12,0,C2,S2,['P20'],['P13']
CC248562,Male,29,15,0,C2,S2,"['P12', 'P16', 'P20']","['P8', 'P10']"
CC233451,Male,46,17,0,C1,S1,['P16'],['P6']
CC246148,Male,50,20,1,C1,S2,"['P10', 'P12', 'P21']","['P4', 'P6', 'P8']"
CC377273,Male,42,13,0,C2,S1,"['P16', 'P21']",['P12']
CC335864,Female,33,11,0,C2,S2,['P11'],['P00']
CC376002,Female,49,34,0,C2,S1,"['P13', 'P17']",['P12']
CC206660,Male,55,15,0,C1,S3,"['P12', 'P13', 'P17']","['P3', 'P8']"
CC268059,Female,31,23,0,C2,S2,['P16'],['P8']
CC378181,Male,25,13,1,C2,S3,"['P12', 'P16', 'P21']","['P1', 'P4']"
CC383432,Male,41,11,0,C2,S2,['P17'],['P16']
CC389714,Female,51,33,1,C1,S3,['P13'],['P4']
CC211998,Female,24,20,0,C1,S2,['P3'],['P00']
CC380922,Male,29,13,0,C1,S2,['P19'],['P13']
CC233722,Female,36,17,0,C1,S3,['P16'],['P8']
CC393835,Male,49,11,1,C2,S3,['P13'],['P00']
CC369698,Female,26,15,0,C2,S3,"['P12', 'P16', 'P21']","['P4', 'P10']"
CC335070,Male,49,11,0,C1,S1,['P11'],['P00']
CC393043,Male,34,32,0,C2,S2,['P13'],['P00']
CC203313,Male,43,27,0,C1,S1,"['P13', 'P17']",['P3']
CC281035,Male,49,13,0,C1,S3,['P13'],['P6']
CC203609,Male,30,17,1,C2,S2,"['P10', 'P13']",['P3']
CC309035,Male,41,9,0,C1,S2,['P16'],['P8']
CC392441,Male,27,35,0,C2,S3,['P13'],['P00']
CC392745,Male,26,34,0,C2,S3,['P13'],['P00']
CC293478,Male,50,28,0,C1,S1,['P13'],['P8']
CC389152,Female,45,12,0,C2,S3,['P16'],['P12']
CC378064,Male,45,22,0,C2,S1,['P00'],['P12']
CC326301,Male,40,13,0,C1,S2,['P2'],['P00']
CC367199,Male,53,17,0,C2,S3,['P16'],['P10']
CC308685,Male,30,10,1,C1,S3,['P13'],['P8']
CC390439,Male,39,11,0,C1,S2,['P21'],['P13']
CC304723,Male,26,11,1,C2,S2,"['P16', 'P21']","['P6', 'P8']"
CC247226,Female,29,15,0,C1,S2,['P13'],['P8']
CC374369,Male,39,14,0,C1,S3,"['P12', 'P16']",['P10']
CC246529,Male,25,16,1,C2,S2,"['P12', 'P16', 'P17']","['P6', 'P8']"
CC393480,Male,35,13,0,C1,S1,['P13'],['P00']
CC371495,Female,50,24,1,C2,S1,"['P13', 'P21']","['P10', 'P12']"
CC386212,Male,32,12,1,C2,S2,"['P17', 'P20']",['P16']
CC209538,Female,36,58,0,C2,S3,"['P13', 'P21']","['P3', 'P8']"
CC371040,Male,46,16,0,C1,S3,"['P16', 'P20']",['P12']
CC316708,Male,57,12,1,C2,S3,"['P9', 'P13']",['P1']
CC330571,Male,28,12,0,C1,S1,['P11'],['P00']
CC229036,Male,27,33,1,C2,S3,"['P18', 'P19', 'P21']","['P1', 'P8', 'P13']"
CC395997,Male,32,23,1,C2,S1,['P13'],['P1']
CC246025,Male,36,17,0,C2,S2,['P13'],['P8']
CC305644,Female,45,12,0,C1,S2,"['P8', 'P16']","['P4', 'P7']"
CC376697,Male,28,14,0,C1,S2,['P13'],['P12']
CC388013,Male,52,11,1,C1,S3,"['P19', 'P20']",['P13']
CC384027,Male,48,11,0,C2,S2,['P17'],['P16']
CC370776,Female,45,21,0,C2,S3,"['P12', 'P16', 'P21']","['P5', 'P10']"
CC395298,Male,53,12,1,C2,S3,['P13'],['P00']
CC380572,Female,39,23,0,C2,S2,"['P12', 'P16']",['P1']
CC283310,Male,38,13,0,C1,S2,"['P8', 'P13']",['P6']
CC297213,Male,49,12,0,C1,S2,"['P10', 'P16']","['P4', 'P8']"
CC200359,Male,44,19,1,C1,S3,"['P12', 'P13', 'P20']","['P1', 'P3', 'P8']"
CC305786,Female,30,33,1,C2,S2,"['P9', 'P13']","['P1', 'P6']"
CC386281,Male,59,11,0,C1,S3,['P17'],['P16']
CC232977,Male,28,17,1,C1,S3,"['P15', 'P17', 'P20', 'P21']","['P8', 'P12', 'P13']"
CC217932,Male,27,35,0,C2,S3,"['P13', 'P15', 'P17']","['P7', 'P8', 'P12']"
CC276045,Male,44,31,0,C1,S3,['P13'],['P8']
CC368740,Female,47,29,0,C2,S1,"['P13', 'P17']",['P12']
CC395530,Male,27,25,1,C1,S3,['P13'],['P00']
CC273326,Male,32,14,0,C1,S3,"['P12', 'P16']","['P8', 'P10']"
CC275157,Male,55,14,0,C1,S1,"['P12', 'P16']","['P4', 'P8']"
CC397059,Male,27,15,1,C1,S1,['P13'],['P00']
CC287001,Female,35,12,0,C2,S3,"['P12', 'P13']","['P6', 'P8']"
CC389482,Male,27,12,0,C2,S2,"['P16', 'P21']",['P4']
CC392332,Male,40,37,1,C1,S3,['P13'],['P00']
CC232801,Female,57,28,0,C2,S3,"['P13', 'P18']",['P7']
CC307983,Male,26,10,0,C2,S3,['P13'],['P8']
CC299324,Male,52,11,0,C2,S3,"['P13', 'P21']",['P8']
CC299740,Male,42,11,0,C2,S3,['P16'],['P8']
CC230967,Male,44,17,0,C2,S2,"['P13', 'P19']",['P8']
CC321162,Female,57,15,0,C1,S1,['P11'],['P00']
CC228583,Male,29,37,1,C2,S2,"['P8', 'P13']",['P7']
